,pre,post,cel_jsh_chemical.csv' with 108 nodes and 817 edges_weight,cel_n2u_chemical.csv' with 89 nodes and 986 edges_weight,witvliet_2020_1_L1_chem.csv' with 76 nodes and 349 edges_weight,witvliet_2020_2_L1_chem.csv' with 77 nodes and 410 edges_weight,witvliet_2020_3_L1_chem.csv' with 77 nodes and 419 edges_weight,witvliet_2020_4_L1_chem.csv' with 81 nodes and 469 edges_weight,witvliet_2020_5_L2_chem.csv' with 84 nodes and 620 edges_weight,witvliet_2020_6_L3_chem.csv' with 85 nodes and 611 edges_weight,witvliet_2020_7_ad_chem.csv' with 88 nodes and 859 edges_weight,witvliet_2020_8_ad_chem.csv' with 88 nodes and 838 edges_weight,conserved,average_size
45,ADA,URY,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
46,ADA,VB01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
47,ADA,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5
48,ADA,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
49,ADA,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2,2.5
50,ADA,PVR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
51,ADE,ADE,15.0,14.0,0.0,1.0,2.0,0.0,2.0,4.0,9.0,8.0,8,6.875
52,ADE,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,1.5
53,ADE,ALM,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5,3.2
54,ADE,AQR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,3,3.3333333333333335
55,ADE,AVA,36.0,46.0,2.0,4.0,3.0,4.0,4.0,5.0,12.0,9.0,10,12.5
56,ADE,AVD,9.0,7.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,7,3.5714285714285716
57,ADE,AVM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1.5
58,ADE,BDU,6.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5,4.0
59,ADE,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2,2.0
60,ADE,CEPD,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5,3.8
61,ADE,CEPV,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,5,2.0
62,ADE,CEPsh,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,6.0,4,4.25
63,ADE,FLP,26.0,42.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,4.0,10,9.6
64,ADE,GLR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,2.0
65,ADE,IL1,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,5,4.6
66,ADE,IL2,0.0,22.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,7.0,5,8.2
67,ADE,OLL,7.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,5,7.2
68,ADE,PVR,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4,1.75
69,ADE,RIG,80.0,87.0,2.0,0.0,1.0,5.0,8.0,10.0,34.0,34.0,9,29.0
70,ADE,RIV,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,5,4.6
71,ADE,RMD,10.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5,9.2
72,ADE,RMH,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5,2.6
73,ADE,SAA,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,6,1.8333333333333333
74,ADE,SDQ,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4,1.75
75,ADE,SIBD,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.6666666666666667
76,ADE,AVE,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5,3.2
77,ADE,AVK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,4,2.75
78,ADE,PVC,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1.5
79,ADE,SMB,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5,2.4
80,ADE,URB,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4,2.5
81,ADE,RIF,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,1.0
82,ADE,RIS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
83,ADE,SMD,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4,1.25
84,ADE,DVC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5
85,ADE,ALN,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4,2.0
86,ADE,ASI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
87,ADE,AVH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
88,ADE,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
89,ADE,AVL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
90,ADE,RIA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
91,ADE,RIH,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,3.5
92,ADE,RME,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.5
93,ADE,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
94,ADE,SIA,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2.3333333333333335
95,ADE,URX,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
96,ADE,VB01,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
97,ADE,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
98,ADE,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
99,ADE,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
100,ADE,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
101,ADE,PVP,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.5
102,ADE,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2,6.0
103,ADE,SIBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
104,ADE,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0
105,ADE,RMDD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0
106,ADE,AVF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
107,ADE,g,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
108,ADE,mus-???,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
109,ADL,AIA,20.0,53.0,4.0,4.0,7.0,11.0,8.0,12.0,16.0,28.0,10,16.3
110,ADL,AIB,19.0,55.0,5.0,2.0,8.0,9.0,13.0,11.0,24.0,31.0,10,17.7
111,ADL,ASE,7.0,20.0,1.0,0.0,5.0,0.0,5.0,3.0,12.0,5.0,8,7.25
112,ADL,ASH,14.0,29.0,0.0,0.0,1.0,4.0,8.0,3.0,14.0,19.0,8,11.5
113,ADL,ASK,17.0,3.0,8.0,5.0,6.0,9.0,6.0,6.0,6.0,9.0,10,7.5
114,ADL,AVA,23.0,22.0,0.0,0.0,0.0,7.0,2.0,4.0,10.0,30.0,7,14.0
115,ADL,AVB,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4,5.75
116,ADL,AVD,31.0,48.0,0.0,2.0,4.0,5.0,14.0,9.0,14.0,26.0,9,17.0
117,ADL,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3,1.3333333333333333
118,ADL,AVH,9.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,9,2.2222222222222223
119,ADL,AVJ,4.0,14.0,0.0,2.0,2.0,2.0,8.0,5.0,8.0,5.0,9,5.555555555555555
120,ADL,AWA,4.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,10,2.7
121,ADL,AWC,13.0,9.0,4.0,1.0,5.0,5.0,9.0,8.0,8.0,13.0,10,7.5
122,ADL,CEPsh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,1.0
123,ADL,PVC,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3,3.0
124,ADL,PVP,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,2.3333333333333335
125,ADL,PVQ,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,6,2.5
126,ADL,SMB,0.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,10.0,6,5.166666666666667
127,ADL,OLQ,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4,2.0
128,ADL,URB,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6.0
129,ADL,ASJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
130,ADL,OLL,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.3333333333333333
131,ADL,SIBD,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3,1.3333333333333333
132,ADL,SIA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
133,ADL,ASI,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
134,ADL,ADL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
135,ADL,ALA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.3333333333333335
136,ADL,ASG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5
137,ADL,AWB,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,2.0
138,ADL,CEPV,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
139,ADL,HSN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3,2.0
140,ADL,IL2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
141,ADL,RIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
142,ADL,RIC,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0
143,ADL,RIF,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
144,ADL,RIG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
145,ADL,RIP,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
146,ADL,RIR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
147,ADL,RMG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
148,ADL,SDQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
149,ADL,SIBV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
150,ADL,URX,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0
151,ADL,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
152,ADL,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
153,ADL,RID,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
154,AIA,AIB,80.0,100.0,5.0,10.0,14.0,17.0,21.0,21.0,25.0,35.0,10,32.8
155,AIA,AIM,28.0,30.0,6.0,9.0,9.0,6.0,10.0,12.0,15.0,19.0,10,14.4
156,AIA,AIN,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.4
157,AIA,AIZ,27.0,23.0,2.0,2.0,2.0,8.0,9.0,12.0,10.0,22.0,10,11.7
158,AIA,ASE,21.0,38.0,1.0,1.0,0.0,2.0,5.0,6.0,7.0,3.0,9,9.333333333333334
159,AIA,ASG,97.0,132.0,7.0,7.0,10.0,13.0,18.0,15.0,31.0,22.0,10,35.2
160,AIA,ASH,51.0,62.0,5.0,8.0,9.0,13.0,18.0,20.0,29.0,25.0,10,24.0
161,AIA,ASI,32.0,9.0,1.0,0.0,2.0,1.0,5.0,5.0,14.0,12.0,9,9.0
162,AIA,ASK,76.0,79.0,9.0,16.0,18.0,19.0,24.0,34.0,47.0,58.0,10,38.0
163,AIA,AVH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,1.0
164,AIA,AWC,63.0,34.0,11.0,8.0,16.0,16.0,28.0,21.0,35.0,43.0,10,27.5
165,AIA,PVQ,41.0,27.0,7.0,12.0,7.0,10.0,13.0,20.0,18.0,19.0,10,17.4
166,AIA,RIF,43.0,51.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,10,11.9
167,AIA,AIY,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.6666666666666667
168,AIA,ASJ,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7,1.5714285714285714
169,AIA,AWA,0.0,7.0,3.0,2.0,2.0,3.0,4.0,0.0,5.0,4.0,8,3.75
170,AIA,AWB,3.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,7,2.5714285714285716
171,AIA,AIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
172,AIA,AVF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0
173,AIA,HSN,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3,10.0
174,AIA,RIR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
175,AIA,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
176,AIA,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
177,AIB,AIZ,83.0,123.0,8.0,12.0,11.0,21.0,30.0,34.0,46.0,76.0,10,44.4
178,AIB,ASE,52.0,67.0,14.0,14.0,18.0,18.0,26.0,22.0,40.0,37.0,10,30.8
179,AIB,ASG,36.0,23.0,0.0,1.0,1.0,1.0,2.0,6.0,7.0,4.0,9,9.0
180,AIB,ASH,24.0,31.0,3.0,7.0,6.0,3.0,11.0,15.0,14.0,14.0,10,12.8
181,AIB,ASI,17.0,7.0,2.0,0.0,0.0,1.0,2.0,4.0,12.0,13.0,8,7.25
182,AIB,ASK,11.0,12.0,0.0,0.0,0.0,4.0,0.0,6.0,15.0,12.0,6,10.0
183,AIB,AVB,46.0,40.0,5.0,6.0,8.0,9.0,10.0,13.0,17.0,14.0,10,16.8
184,AIB,AWC,43.0,36.0,11.0,10.0,15.0,20.0,24.0,22.0,22.0,30.0,10,23.3
185,AIB,BAG,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,6,2.1666666666666665
186,AIB,DVA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5,1.2
187,AIB,DVC,21.0,6.0,1.0,3.0,2.0,7.0,7.0,7.0,17.0,12.0,10,8.3
188,AIB,FLP,8.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,2.0,6,5.5
189,AIB,PVT,5.0,16.0,1.0,0.0,3.0,2.0,5.0,6.0,9.0,8.0,9,6.111111111111111
190,AIB,RIB,41.0,38.0,6.0,8.0,9.0,12.0,17.0,13.0,26.0,32.0,10,20.2
191,AIB,RIC,15.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,4.0,7,5.142857142857143
192,AIB,RIG,5.0,12.0,1.0,3.0,2.0,5.0,3.0,2.0,7.0,12.0,10,5.2
193,AIB,RIM,149.0,154.0,15.0,22.0,25.0,24.0,32.0,46.0,73.0,60.0,10,60.0
194,AIB,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0
195,AIB,RMF,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5,4.4
196,AIB,SAA,6.0,27.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,10.0,9,7.0
197,AIB,SDQ,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5,5.0
198,AIB,SIA,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5,2.0
199,AIB,SMD,42.0,45.0,6.0,10.0,10.0,11.0,13.0,17.0,24.0,24.0,10,20.2
200,AIB,AIM,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4.0
201,AIB,AVA,4.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,7.0,6,5.166666666666667
202,AIB,AVE,22.0,5.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,8,5.125
203,AIB,AVK,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,7,2.0
204,AIB,SMB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
205,AIB,AQR,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4,1.25
206,AIB,PVP,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,4,2.25
207,AIB,RIV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1.0
208,AIB,RME,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
209,AIB,AIN,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,6,2.1666666666666665
210,AIB,PVQ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
211,AIB,URX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
212,AIB,AIB,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,2.0
213,AIB,AIY,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4,2.5
214,AIB,AUA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3,2.3333333333333335
215,AIB,AWB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
216,AIB,HSN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
217,AIB,RIA,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1.75
218,AIB,RIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
219,AIB,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
220,AIB,RMH,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
221,AIB,SIBD,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
222,AIB,SIBV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.3333333333333333
223,AIB,VB01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
224,AIB,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
225,AIB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
226,AIB,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
227,AIB,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
228,AIB,ALN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
229,AIB,AVD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
230,ASH,AVA,20.0,26.0,0.0,1.0,4.0,17.0,5.0,12.0,14.0,35.0,9,14.88888888888889
231,ASH,AVB,29.0,20.0,3.0,2.0,4.0,10.0,13.0,13.0,23.0,22.0,10,13.9
232,ASH,AVD,17.0,56.0,2.0,2.0,6.0,8.0,13.0,15.0,22.0,21.0,10,16.2
233,ASH,AVE,5.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,6,3.3333333333333335
234,ASH,AVH,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,10,2.4
235,ASH,AVJ,2.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,8,2.25
236,ASH,AWA,1.0,3.0,0.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,9,2.5555555555555554
237,ASH,AWB,1.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,7,3.0
238,ASH,PVQ,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,5,2.0
239,ASH,RIA,31.0,17.0,0.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,9,7.888888888888889
240,ASH,RIF,14.0,6.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,10,4.7
241,ASH,RIM,18.0,7.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,6,5.5
242,ASH,RMG,1.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,6,3.5
243,ASH,ASK,9.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,7,2.857142857142857
244,ASH,AVF,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3,2.0
245,ASH,PVP,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,2.5
246,ASH,SMB,0.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7,2.0
247,ASH,URX,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5,1.6
248,ASH,PVC,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4,3.0
249,ASH,SIBV,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
250,ASH,ASH,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
251,ASH,ASI,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0
252,ASH,AWC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
253,ASH,HSN,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3,12.666666666666666
254,ASH,RIP,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
255,ASH,RIR,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5
256,ASH,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0
257,ASH,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
258,ASH,AVM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
259,ASH,SIBD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
260,AVA,AVH,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,6,1.5
261,AVA,BAG,7.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,11.0,6,5.333333333333333
262,AVA,DVA,5.0,9.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,9,3.111111111111111
263,AVA,DVC,50.0,50.0,5.0,3.0,5.0,2.0,4.0,10.0,16.0,15.0,10,16.0
264,AVA,FLP,87.0,104.0,1.0,6.0,9.0,1.0,13.0,16.0,38.0,30.0,10,30.5
265,AVA,PVC,5.0,9.0,0.0,1.0,1.0,2.0,9.0,4.0,7.0,8.0,9,5.111111111111111
266,AVA,PVP,25.0,14.0,2.0,3.0,2.0,1.0,5.0,6.0,7.0,7.0,10,7.2
267,AVA,RIB,10.0,11.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,6.0,10,4.7
268,AVA,RIC,70.0,61.0,7.0,11.0,8.0,15.0,20.0,26.0,36.0,32.0,10,28.6
269,AVA,RIM,3.0,16.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,8,3.75
270,AVA,SAA,96.0,145.0,9.0,12.0,10.0,17.0,35.0,29.0,77.0,61.0,10,49.1
271,AVA,SDQ,20.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,5,11.8
272,AVA,SMB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1.0
273,AVA,CEPD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0
274,AVA,RIR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
275,AVA,RIV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
276,AVA,OLQ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
277,AVA,AVB,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0
278,AVA,AVD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
279,AVA,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
280,AVA,AWC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
281,AVA,BDU,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
282,AVA,IL2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
283,AVA,RIA,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.5
284,AVA,RMDV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
