,pre,post,cel_jsh_chemical.csv' with 108 nodes and 817 edges_weight,cel_n2u_chemical.csv' with 89 nodes and 986 edges_weight,witvliet_2020_1_L1_chem.csv' with 76 nodes and 349 edges_weight,witvliet_2020_2_L1_chem.csv' with 77 nodes and 410 edges_weight,witvliet_2020_3_L1_chem.csv' with 77 nodes and 419 edges_weight,witvliet_2020_4_L1_chem.csv' with 81 nodes and 469 edges_weight,witvliet_2020_5_L2_chem.csv' with 84 nodes and 620 edges_weight,witvliet_2020_6_L3_chem.csv' with 85 nodes and 611 edges_weight,witvliet_2020_7_ad_chem.csv' with 88 nodes and 859 edges_weight,witvliet_2020_8_ad_chem.csv' with 88 nodes and 838 edges_weight,conserved,average_size
285,AVA,RMG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.6666666666666667
286,AVA,RMH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
287,AVA,SIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
288,AVA,SMD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
289,AVA,URX,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
290,AVA,URY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5
291,AVA,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
292,AVA,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0
293,AVA,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
294,AVA,PVQ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
295,AVA,RIG,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0
296,AVB,AVF,6.0,13.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,6,6.0
297,AVB,AVJ,26.0,21.0,1.0,0.0,2.0,4.0,7.0,6.0,11.0,7.0,9,9.444444444444445
298,AVB,AVM,28.0,29.0,0.0,0.0,0.0,0.0,6.0,10.0,14.0,13.0,6,16.666666666666668
299,AVB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
300,AVB,BDU,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,6,1.3333333333333333
301,AVB,DVA,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6,2.3333333333333335
302,AVB,FLP,63.0,76.0,0.0,1.0,2.0,4.0,1.0,5.0,11.0,6.0,9,18.77777777777778
303,AVB,PVC,67.0,79.0,3.0,4.0,8.0,7.0,7.0,21.0,34.0,33.0,10,26.3
304,AVB,PVP,43.0,48.0,3.0,4.0,2.0,2.0,11.0,15.0,22.0,25.0,10,17.5
305,AVB,PVR,18.0,0.0,3.0,3.0,4.0,8.0,13.0,1.0,20.0,19.0,9,9.88888888888889
306,AVB,RIF,83.0,71.0,6.0,10.0,9.0,10.0,18.0,17.0,30.0,31.0,10,28.5
307,AVB,RIM,65.0,67.0,4.0,5.0,8.0,7.0,8.0,13.0,12.0,15.0,10,20.4
308,AVB,RMG,2.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,6,4.333333333333333
309,AVB,SDQ,38.0,55.0,0.0,0.0,0.0,1.0,2.0,6.0,13.0,11.0,7,18.0
310,AVB,SMB,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4,1.25
311,AVB,URX,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4,3.75
312,AVB,URY,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,5,5.4
313,AVB,AVH,0.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,5,3.2
314,AVB,SAA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
315,AVB,RIB,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6666666666666667
316,AVB,AVB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
317,AVB,AVD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
318,AVB,AVK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
319,AVB,AWB,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
320,AVB,DVC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
321,AVB,IL2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
322,AVB,PVQ,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
323,AVB,RIP,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
324,AVB,URB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3,3.6666666666666665
325,AVB,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
326,AVB,CEPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
327,AVB,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0
328,AVB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
329,AVB,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0
330,AVB,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
331,AVB,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
332,AVB,SIBV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
333,AVD,AVJ,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6,1.5
334,AVD,AVM,8.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,6,3.0
335,AVD,BDU,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,1.3333333333333333
336,AVD,DVA,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1.75
337,AVD,FLP,55.0,58.0,1.0,1.0,0.0,4.0,5.0,3.0,6.0,8.0,9,15.666666666666666
338,AVD,PVC,16.0,35.0,1.0,1.0,2.0,4.0,2.0,13.0,13.0,12.0,10,9.9
339,AVD,RIB,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,9,2.0
340,AVD,RIM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2,1.5
341,AVD,DVC,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1.0
342,AVD,RIG,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
343,AVD,PVP,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2.75
344,AVD,PVR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
345,AVD,AVH,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
346,AVD,OLQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
347,AVD,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
348,AVD,SDQ,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
349,AVD,SIBV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
350,AVD,URB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3,1.3333333333333333
351,AVD,URX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
352,AVD,URY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3,3.0
353,AVD,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
354,AVD,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
355,AVD,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
356,AVD,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
357,AVD,RIC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
358,AVD,RIF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,1.3333333333333333
359,AVH,AWB,9.0,6.0,2.0,4.0,3.0,12.0,13.0,1.0,5.0,9.0,10,6.4
360,AVH,BDU,0.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,6,2.3333333333333335
361,AVH,DVA,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,9,1.6666666666666667
362,AVH,PVP,16.0,16.0,1.0,2.0,2.0,2.0,3.0,2.0,11.0,7.0,10,6.2
363,AVH,RIF,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,7.0,8,2.625
364,AVH,RIM,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7,1.0
365,AVH,RIR,10.0,10.0,0.0,0.0,3.0,1.0,3.0,7.0,9.0,14.0,8,7.125
366,AVH,SMB,6.0,15.0,0.0,1.0,0.0,3.0,4.0,2.0,6.0,10.0,8,5.875
367,AVH,URX,13.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,1.0,7,4.0
368,AVH,AVJ,3.0,10.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,4.0,7,3.2857142857142856
369,AVH,AVM,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,2.25
370,AVH,SIA,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2.0
371,AVH,AVH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0
372,AVH,RIG,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4,1.0
373,AVH,AWA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2.0
374,AVH,OLQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
375,AVH,PVC,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5,1.6
376,AVH,HSN,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0
377,AVH,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
378,AVH,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0
379,AVH,SMD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3,1.6666666666666667
380,AVH,CEPsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
381,AVH,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
382,AVH,FLP,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
383,AVH,PVQ,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0
384,AVH,PVR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
385,AVH,RIC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
386,AVH,SIBD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
387,AVJ,AVM,7.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,8.0,6,5.0
388,AVJ,BDU,10.0,9.0,1.0,1.0,3.0,2.0,4.0,4.0,8.0,3.0,10,4.5
389,AVJ,FLP,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4,2.25
390,AVJ,PVC,19.0,24.0,2.0,1.0,1.0,3.0,4.0,5.0,10.0,9.0,10,7.8
391,AVJ,PVR,10.0,0.0,2.0,1.0,3.0,7.0,5.0,2.0,7.0,12.0,9,5.444444444444445
392,AVJ,RIF,27.0,12.0,3.0,11.0,7.0,7.0,9.0,7.0,5.0,5.0,10,9.3
393,AVJ,RIM,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4,2.75
394,AVJ,RIS,11.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,6,3.3333333333333335
395,AVJ,RMG,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,5,2.0
396,AVJ,PVP,9.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5,3.2
397,AVJ,URX,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2.6666666666666665
398,AVJ,AVJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
399,AVJ,SMB,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1.0
400,AVJ,HSN,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.5
401,AVJ,PVN,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3,7.333333333333333
402,AVJ,RID,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5
403,AVJ,URY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
404,AVJ,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
405,AVJ,URB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
406,AVM,BDU,12.0,9.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,6,7.166666666666667
407,AVM,PVC,27.0,36.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,16.0,6,16.666666666666668
408,AVM,RIS,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3,4.333333333333333
409,AVM,PVP,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5
410,AVM,PVR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,3.0
411,AVM,PVN,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4,4.5
412,AVM,RID,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5
413,AVM,SIBV,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
414,AVM,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
415,AVM,FLP,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.0
416,AVM,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
417,AVM,hyp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
418,DVA,FLP,4.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,6,3.1666666666666665
419,DVA,PVC,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4,1.75
420,DVA,PVP,1.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,7,1.8571428571428572
421,DVA,RIB,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,6,1.6666666666666667
422,DVA,RIH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1.5
423,DVA,RIM,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4,2.0
424,DVA,RIR,25.0,13.0,2.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,10,8.1
425,DVA,SDQ,27.0,16.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,7.0,6,10.166666666666666
426,DVA,SIA,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,5,2.0
427,DVA,SIBV,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,1.3333333333333333
428,DVA,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2,2.0
429,DVA,RIP,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2,1.5
430,DVA,URX,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5,1.2
431,DVA,URY,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,5,2.0
432,DVA,RIG,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3.0
433,DVA,RIC,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
434,DVA,RIA,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4,4.5
435,DVA,SAA,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0
436,DVA,SAB,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
437,DVA,SMB,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4,9.25
438,DVA,SMD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
439,DVA,VB01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
440,DVA,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
441,DVA,PVR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
442,DVA,RID,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
443,DVA,RME,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
444,DVA,hyp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
445,OLQ,PVT,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3,1.0
446,OLQ,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
447,OLQ,RIC,22.0,18.0,9.0,5.0,5.0,4.0,6.0,4.0,6.0,7.0,10,8.6
448,OLQ,RIG,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,7.0,3.0,10,3.2
449,OLQ,RIH,49.0,60.0,8.0,7.0,9.0,9.0,8.0,11.0,29.0,22.0,10,21.2
450,OLQ,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,1.0
451,OLQ,RMDD,16.0,20.0,1.0,5.0,2.0,2.0,3.0,5.0,10.0,9.0,10,7.3
452,OLQ,RMDV,47.0,37.0,2.0,4.0,2.0,4.0,7.0,8.0,11.0,12.0,10,13.4
453,OLQ,RME,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5,3.2
454,OLQ,SIBD,26.0,31.0,1.0,2.0,2.0,4.0,7.0,8.0,12.0,12.0,10,10.5
455,OLQ,SIBV,13.0,16.0,1.0,3.0,2.0,2.0,3.0,5.0,10.0,9.0,10,6.4
456,OLQ,SMB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5,1.6
457,OLQ,URY,0.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4,4.75
458,OLQ,URA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0
459,OLQ,RIB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
460,OLQ,RMH,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4,3.75
461,OLQ,URX,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
462,OLQ,RIP,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14.0
463,OLQ,SIA,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5.0
464,OLQ,URB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3,2.6666666666666665
465,OLQ,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
466,OLQ,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
467,OLQ,SAA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
468,PVP,RID,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0
469,PVP,RIF,20.0,15.0,0.0,1.0,0.0,2.0,1.0,7.0,3.0,12.0,8,7.625
470,PVP,RIG,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,10,2.1
471,PVP,RIS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0
472,PVP,SAA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
473,PVP,SMB,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1.0
474,PVP,URX,0.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,4.0,0.0,6,2.5
475,PVP,RIR,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,5,2.8
476,PVP,URY,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
477,PVP,RIA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0
478,PVP,RIM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
479,PVP,SIBV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
480,PVP,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
481,PVP,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
482,PVP,SIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
483,PVQ,RIF,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2.0
484,PVQ,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3,1.6666666666666667
485,PVQ,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
486,RIC,RIM,10.0,21.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,7.0,6,9.166666666666666
487,RIC,RIV,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,6,3.0
488,RIC,RMD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2,1.5
489,RIC,SAA,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,6,1.6666666666666667
490,RIC,SDQ,0.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,6,2.6666666666666665
491,RIC,SIBD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.5
492,RIC,SMB,5.0,9.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,5.0,7,4.285714285714286
493,RIC,SMD,61.0,47.0,4.0,10.0,4.0,10.0,14.0,23.0,18.0,23.0,10,21.4
494,RIC,URB,4.0,9.0,0.0,1.0,1.0,4.0,4.0,8.0,18.0,10.0,9,6.555555555555555
495,RIC,URX,16.0,11.0,2.0,4.0,1.0,4.0,4.0,7.0,12.0,11.0,10,7.2
496,RIC,RMH,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,3.0,5,3.2
497,RIC,SIBV,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2.0
498,RIC,RIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4,1.75
499,RIC,RIC,1.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,6,2.5
500,RIC,URY,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
501,RIC,RMDD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
502,RIC,RMF,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
503,RIC,RMG,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
504,RIC,VB01,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0
505,RIC,g,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
506,RIF,RIM,43.0,26.0,0.0,3.0,4.0,3.0,9.0,7.0,18.0,11.0,9,13.777777777777779
507,RIF,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2.0
508,RIF,RIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
509,RIF,RIP,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
510,RIF,RMG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5
511,RIF,URX,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.5
512,RIM,RIS,17.0,27.0,1.0,3.0,3.0,8.0,7.0,14.0,18.0,20.0,10,11.8
513,RIM,RMD,58.0,61.0,8.0,7.0,7.0,7.0,11.0,17.0,28.0,22.0,10,22.6
514,RIM,RMF,6.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,5,9.0
515,RIM,SAA,112.0,165.0,17.0,24.0,26.0,38.0,56.0,47.0,102.0,103.0,10,69.0
516,RIM,SIA,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,7,1.5714285714285714
517,RIM,SMD,43.0,71.0,14.0,20.0,13.0,20.0,27.0,32.0,38.0,42.0,10,32.0
518,RIM,RIV,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2.0
519,RIM,RME,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
520,RIM,RMG,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.5
521,RIM,SIBV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
522,RIM,RIM,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,6.666666666666667
523,RIM,VB01,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0
