Metric,Multi-layer Perceptron,Random Forest,XGBoost,Decision Tree,Logistic Regression
ROC_AUC,0.937677718595593,0.9047188489851535,0.915540624834103,0.923959412277649,0.9373069402417228
PR_AUC,0.791183105370121,0.6983123663322892,0.6534413468282304,0.703207653529297,0.7909008898947117
F1,0.7073788362133003,0.6774656150814125,0.5379858819144391,0.7093193371994914,0.7304527235035101
