,Unnamed: 0_x,pre,post,jsa_adj,n2w_adj,conserved_x,average_size_x,Unnamed: 0_y,synaptic_weight,conserved_y,average_size_y,dummy_size,jsa_adj-s,n2w_adj-s,ave_scaled_adjacency,pre_brittin,post_brittin,pre_moyle,post_moyle,brittin_strata,moyle_strata,brittin_bool_1,brittin_bool_2
119,119,MCL,MI,4305.0,4308.0,2,4306.5,56.0,2.5,1.0,2.5,1,-0.0984618249820983,0.32756676184640854,0.11455246843215512,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
120,120,MCL,NSML,834.0,4179.0,2,2506.5,0.0,0.0,0.0,0.0,0,-0.5919111787027441,0.2975382275846368,-0.14718647555905365,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
121,121,MCL,NSMR,0.0,344.0,1,344.0,0.0,0.0,0.0,0.0,0,-0.7104755005128908,-0.5951705235308244,-0.6528230120218577,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
122,122,MCR,MI,2371.0,2099.0,2,2235.0,0.0,0.0,0.0,0.0,0,-0.3734059477408794,-0.18664278996951164,-0.2800243688551955,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
123,123,MCR,NSML,1600.0,146.0,2,873.0,0.0,0.0,0.0,0.0,0,-0.4830139718603314,-0.6412608319326135,-0.5621374018964724,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
124,124,MCR,NSMR,1067.0,2773.0,2,1920.0,0.0,0.0,0.0,0.0,0,-0.5587870935927153,-0.02974951793513853,-0.29426830576392693,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
125,125,MI,NSML,1222.0,0.0,1,1222.0,57.0,2.0,1.0,2.0,1,-0.5367517580044986,-0.6752466148955489,-0.6059991864500238,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
126,126,MI,NSMR,452.0,417.0,2,434.5,58.0,1.5,1.0,1.5,1,-0.6462176186685427,-0.5781776320493567,-0.6121976253589496,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
127,127,NSML,NSMR,7248.0,887.0,2,4067.5,60.0,7.0,1.0,7.0,1,0.319925224283203,-0.46877134442894813,-0.07442306007287255,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
128,128,M2R,M3L,453.0,0.0,1,453.0,88.0,2.0,1.0,2.0,1,-0.6460754552131349,-0.6752466148955489,-0.6606610350543419,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
129,129,M2R,M3R,14235.0,7095.0,2,10665.0,89.0,2.0,1.0,2.0,1,1.313221287217848,0.976322769501895,1.1447720283598715,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
130,130,M2R,M4,4026.0,1718.0,2,2872.0,0.0,0.0,0.0,0.0,0,-0.13812542904088831,-0.27533171674265133,-0.20672857289176982,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
131,131,M2R,MCL,88.0,0.0,1,88.0,0.0,0.0,0.0,0.0,0,-0.697965116437,-0.6752466148955489,-0.6866058656662745,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
132,132,M2R,MCR,2597.0,1684.0,2,2140.5,0.0,0.0,0.0,0.0,0,-0.3412770068187054,-0.28324621414497875,-0.3122616104818421,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
133,133,M2R,MI,1858.0,2099.0,2,1978.5,90.0,2.0,1.0,2.0,1,-0.44633580036510623,-0.18664278996951164,-0.31648929516730895,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
134,134,M2R,NSMR,8920.0,2818.0,2,5869.0,91.0,1.0,1.0,1.0,1,0.5576225217251275,-0.019274447843822814,0.26917403694065234,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
135,135,I4,I5,14793.0,0.0,1,14793.0,95.0,9.0,1.0,9.0,1,1.3925484953354281,-0.6752466148955489,0.3586509402199396,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
136,136,I4,M1,446.0,10662.0,2,5554.0,96.0,0.5,1.0,0.5,1,-0.6470705994009898,1.806646658740187,0.5797880296695986,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
137,137,I4,M2L,12718.0,5854.0,2,9286.0,97.0,13.0,1.0,13.0,1,1.0975593253641402,0.6874436143169439,0.892501469840542,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
138,138,I4,M2R,7560.0,3574.0,2,5567.0,98.0,1.0,1.0,1.0,1,0.3642802223704521,0.15670672969028115,0.26049347603036666,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
139,139,I4,M3L,1683.0,2142.0,2,1912.5,99.0,6.5,1.0,6.5,1,-0.4712144050614799,-0.17663327854892108,-0.3239238418052005,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
140,140,I4,M3R,8368.0,2434.0,2,5401.0,100.0,23.5,1.0,23.5,1,0.47914829433999456,-0.10866171262305023,0.18524329085847216,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
141,141,I4,M4,9570.0,4281.0,2,6925.5,101.0,4.5,1.0,4.5,1,0.6500287677402298,0.3212817197916191,0.48565524376592445,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
142,142,I4,MCR,331.0,0.0,1,331.0,0.0,0.0,0.0,0.0,0,-0.6634193967728925,-0.6752466148955489,-0.6693330058342207,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
143,143,I4,MI,4969.0,9609.0,2,7289.0,102.0,2.0,1.0,2.0,1,-0.004065290591286169,1.5615300186033994,0.7787323640060566,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
144,144,I4,NSML,9533.0,2862.0,2,6197.5,103.0,10.5,1.0,10.5,1,0.6447687198901393,-0.009032157087869674,0.3178682814011348,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
145,145,I4,NSMR,9881.0,5588.0,2,7734.5,104.0,18.0,1.0,18.0,1,0.694241602372071,0.6255243111104999,0.6598829567412854,non-ganglia,non-ganglia,non-ganglia,non-ganglia,0,0,1,0
