,pre,post,cel_jsh_chemical.csv' with 87 nodes and 918 edges_weight,cel_n2u_chemical.csv' with 86 nodes and 1322 edges_weight,n930_head1.csv' with 89 nodes and 901 edges_weight,witvliet_2020_1_L1_chem.csv' with 76 nodes and 389 edges_weight,witvliet_2020_2_L1_chem.csv' with 77 nodes and 466 edges_weight,witvliet_2020_3_L1_chem.csv' with 77 nodes and 487 edges_weight,witvliet_2020_4_L1_chem.csv' with 81 nodes and 529 edges_weight,witvliet_2020_5_L2_chem.csv' with 84 nodes and 726 edges_weight,witvliet_2020_6_L3_chem.csv' with 85 nodes and 706 edges_weight,witvliet_2020_7_ad_chem.csv' with 88 nodes and 1056 edges_weight,witvliet_2020_8_ad_chem.csv' with 88 nodes and 1037 edges_weight,conserved,average_size
1682,RMG,ADE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1683,RMG,ADL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1684,RMG,AIB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
1685,RMG,AIM,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4,2.75
1686,RMG,ALM,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1.25
1687,RMG,AVA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.6666666666666667
1688,RMG,AVD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1689,RMG,AVF,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1.6666666666666667
1690,RMG,CEPD,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0
1691,RMG,IL2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5
1692,RMG,OLL,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
1693,RMG,RID,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0
1694,RMG,RIF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
1695,RMG,RIR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1696,RMG,SMD,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,4.0
1697,RMG,URX,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4,2.75
1698,RMG,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1699,RMG,PLN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
1700,RMG,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1701,RMG,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1702,RMG,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1703,RMG,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
1704,RMG,ASK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1705,RMG,RIC,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
1706,RMG,RMF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1707,RMG,unk,12.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.5
1708,RMG,RIB,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.0
1709,RMG,RIV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1710,RIR,ADF,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,3.0,7,3.2857142857142856
1711,RIR,AIY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4,2.25
1712,RIR,AIZ,19.0,27.0,15.0,1.0,5.0,6.0,7.0,9.0,14.0,15.0,20.0,11,12.545454545454545
1713,RIR,AUA,0.0,7.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,8,2.25
1714,RIR,AVE,1.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,8,2.125
1715,RIR,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3,1.3333333333333333
1716,RIR,DVA,7.0,9.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,5.0,11,3.5454545454545454
1717,RIR,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,1.0
1718,RIR,RIA,21.0,15.0,17.0,4.0,5.0,8.0,5.0,13.0,12.0,19.0,16.0,11,12.272727272727273
1719,RIR,RIG,5.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,8,2.875
1720,RIR,RIH,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1.0
1721,RIR,URX,19.0,15.0,0.0,3.0,5.0,8.0,9.0,10.0,12.0,19.0,14.0,10,11.4
1722,RIR,AQR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4,2.25
1723,RIR,AVA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1724,RIR,BAG,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,5,2.4
1725,RIR,URY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1726,RIR,CEPsh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1727,RIR,PVP,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,2.3333333333333335
1728,RIR,ADA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1729,RIR,AFD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1730,RIR,AIM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1731,RIR,ASH,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1732,RIR,AWB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1733,RIR,HSN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1734,RIR,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1735,RIR,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5
1736,RIR,ASE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1737,RIR,unk,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
1738,AVK,ALN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1739,AVK,AVE,13.0,6.0,10.0,4.0,3.0,5.0,5.0,7.0,4.0,8.0,7.0,11,6.545454545454546
1740,AVK,PVP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,1.0
1741,AVK,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1742,AVK,RIG,5.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,7,2.4285714285714284
1743,AVK,RIM,20.0,13.0,17.0,5.0,8.0,8.0,7.0,10.0,9.0,14.0,14.0,11,11.363636363636363
1744,AVK,RIV,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,6,2.8333333333333335
1745,AVK,RMD,6.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,6.0,12.0,11,4.363636363636363
1746,AVK,SAA,7.0,7.0,5.0,1.0,7.0,4.0,3.0,8.0,4.0,7.0,6.0,11,5.363636363636363
1747,AVK,SMD,6.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,5.0,8,4.125
1748,AVK,AIB,3.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,7,2.5714285714285716
1749,AVK,AVK,14.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,7,4.142857142857143
1750,AVK,AVL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4,1.5
1751,AVK,PVT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0
1752,AVK,RIS,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,6.0,11.0,6,4.166666666666667
1753,AVK,RMG,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,7,1.7142857142857142
1754,AVK,SIA,3.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6,2.8333333333333335
1755,AVK,DVC,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,1.6666666666666667
1756,AVK,SMB,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,2.4
1757,AVK,AVB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
1758,AVK,RMF,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3,2.6666666666666665
1759,AVK,RMH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1760,AVK,SIBD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5
1761,AVK,FLP,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1762,AVK,unk,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.5
1763,AVK,DVA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0
1764,AVK,PVR,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
1765,ALA,AVE,16.0,12.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,7.0,5.0,11,5.7272727272727275
1766,ALA,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1767,ALA,CEPsh,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,2.0,3.0,6,2.8333333333333335
1768,ALA,ASJ,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,2.3333333333333335
1769,ALA,IL1,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1.5
1770,ALA,IL2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
1771,ALA,AVD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1772,ALA,RIA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1773,ALA,RMD,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1774,ALA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
1775,ALA,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1776,ALA,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1777,ALA,AVA,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4.0
1778,ALA,unk,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0
1779,BDU,ADE,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4,3.5
1780,BDU,ALM,9.0,5.0,4.0,1.0,1.0,0.0,1.0,4.0,3.0,7.0,4.0,10,3.9
1781,BDU,AVB,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,6,1.3333333333333333
1782,BDU,AVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,1.3333333333333333
1783,BDU,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,4,2.75
1784,BDU,AVH,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,5,2.0
1785,BDU,AVJ,10.0,9.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,8.0,3.0,10,4.4
1786,BDU,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4,2.0
1787,BDU,CEPsh,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,4,3.0
1788,BDU,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1789,BDU,RMG,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5,2.0
1790,BDU,SDQ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4,2.0
1791,BDU,URA,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5,2.4
1792,BDU,PVC,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,6,2.3333333333333335
1793,BDU,RIF,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,5,2.2
1794,BDU,SIBV,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5
1795,BDU,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
1796,BDU,URB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
1797,BDU,IL2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1.0
1798,BDU,PVR,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2,3.5
1799,BDU,SIBD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1800,BDU,BDU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1801,BDU,GLR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1802,BDU,ADA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1803,BDU,AVA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1804,BDU,CEPV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1805,BDU,HSN,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4,4.0
1806,BDU,PVN,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,4,13.5
1807,BDU,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1808,BDU,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1809,BDU,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,2.0
1810,BDU,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1811,BDU,AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1812,BDU,RIM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
1813,BDU,SMD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1814,BDU,unk,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11.0
1815,ALN,AVA,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4,3.0
1816,ALN,RIV,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4,3.0
1817,ALN,SAA,18.0,18.0,31.0,0.0,0.0,0.0,0.0,3.0,8.0,21.0,19.0,7,16.857142857142858
1818,ALN,SMB,7.0,11.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,8.0,7,6.571428571428571
1819,ALN,RIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,1.0
1820,ALN,SMD,3.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,6,4.833333333333333
1821,ALN,ADE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
1822,ALN,RIM,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.5
1823,ALN,RMDD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1824,ALN,RMG,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4,3.0
1825,ALN,RMH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
1826,ALN,SIA,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5
1827,ALN,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
1828,ALN,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1829,ALN,unk,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0
1830,AQR,ADE,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4,2.25
1831,AQR,AVA,11.0,10.0,3.0,0.0,0.0,0.0,4.0,12.0,11.0,8.0,13.0,8,9.0
1832,AQR,AVB,18.0,20.0,13.0,0.0,0.0,0.0,3.0,13.0,6.0,11.0,5.0,8,11.125
1833,AQR,AVD,9.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,8,3.375
1834,AQR,BAG,10.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,11.0,7,7.571428571428571
1835,AQR,DVA,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5,2.4
1836,AQR,PVC,10.0,5.0,10.0,0.0,0.0,0.0,2.0,6.0,4.0,6.0,10.0,8,6.625
1837,AQR,PVP,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5,2.8
1838,AQR,RIA,6.0,12.0,11.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,17.0,8,8.0
1839,AQR,RIR,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,6,2.6666666666666665
1840,AQR,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0
1841,AQR,RIG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,1.3333333333333333
1842,AQR,ADA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
1843,AQR,AIB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1.0
1844,AQR,AVJ,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1845,AQR,URX,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0
1846,AQR,AVH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
1847,AQR,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1848,AQR,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1849,AQR,FLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1850,AQR,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1851,AQR,SAA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1852,AQR,ALM,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1853,AQR,unk,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0
1854,ASI,AFD,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5,3.4
1855,ASI,AIA,26.0,7.0,5.0,1.0,0.0,2.0,1.0,4.0,5.0,12.0,11.0,10,7.4
1856,ASI,AIB,17.0,7.0,10.0,2.0,0.0,0.0,1.0,2.0,4.0,12.0,13.0,9,7.555555555555555
1857,ASI,AIY,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,6,2.5
1858,ASI,ASG,16.0,6.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,8.0,9,5.444444444444445
1859,ASI,ASK,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6,2.5
1860,ASI,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1861,ASI,AWC,20.0,14.0,8.0,4.0,4.0,4.0,10.0,11.0,15.0,34.0,28.0,11,13.818181818181818
1862,ASI,BAG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3,1.3333333333333333
1863,ASI,CEPV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1.3333333333333333
1864,ASI,CEPsh,1.0,0.0,4.0,1.0,1.0,2.0,5.0,8.0,8.0,4.0,14.0,10,4.8
1865,ASI,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1866,ASI,RIA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3,2.3333333333333335
1867,ASI,ASE,0.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5,3.4
1868,ASI,ADL,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
1869,ASI,AIN,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5
1870,ASI,ADF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1871,ASI,AIZ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1872,ASI,ASH,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0
1873,ASI,AWA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3,2.3333333333333335
1874,ASI,RIB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1875,ASI,RMF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
1876,ASI,SAA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1877,ASI,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
1878,ASI,AIM,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
1879,ASI,unk,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.0
1880,PVQ,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
1881,PVQ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2,2.5
1882,PVQ,AIA,41.0,26.0,24.0,7.0,11.0,6.0,10.0,13.0,20.0,18.0,18.0,11,17.636363636363637
1883,PVQ,AIM,9.0,3.0,8.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,9,3.2222222222222223
1884,PVQ,ASH,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4,2.75
1885,PVQ,ASJ,11.0,5.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,10,3.2
1886,PVQ,ASK,32.0,21.0,14.0,3.0,7.0,3.0,12.0,11.0,10.0,9.0,16.0,11,12.545454545454545
1887,PVQ,AVF,5.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,6,5.0
1888,PVQ,CEPsh,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,7,1.4285714285714286
1889,PVQ,RIF,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2.5
1890,PVQ,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3,1.6666666666666667
1891,PVQ,AWA,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,7,1.5714285714285714
1892,PVQ,CEPV,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
1893,PVQ,AIB,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
1894,PVQ,ASE,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,2.0
1895,PVQ,AVB,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0
1896,PVQ,HSN,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3,6.333333333333333
1897,PVQ,ALA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,2.3333333333333335
1898,PVQ,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
1899,PVQ,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
