,pre,post,witvliet_dataset2_vol.csv' with 80 nodes and 1702 edges_weight,witvliet_dataset4_vol.csv' with 87 nodes and 2025 edges_weight,witvliet_dataset3_vol.csv' with 83 nodes and 1737 edges_weight,witvliet_dataset1_vol.csv' with 82 nodes and 1765 edges_weight,witvliet_dataset6_vol.csv' with 85 nodes and 1992 edges_weight,cel_n2u_adjacency.csv' with 89 nodes and 2150 edges_weight,cel_jsh_nr_adj.csv' with 89 nodes and 2150 edges_weight,witvliet_dataset5_vol.csv' with 88 nodes and 2163 edges_weight,witvliet_dataset8_vol.csv' with 88 nodes and 2266 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
690,ASK,RMG,530176.0,174840.0,330240.0,51600.0,355153.0,2463.0,2463.0,477960.0,168960.0,9,232650.55555555556,9,0.0,no,yes,no
691,ASK,SAA,77824.0,25800.0,82680.0,34440.0,70287.0,0.0,0.0,142560.0,116880.0,7,78638.71428571429,7,0.0,no,no,no
692,ASK,SAB,45312.0,0.0,0.0,47640.0,37847.0,2358.0,2358.0,95640.0,0.0,6,38525.833333333336,6,0.0,no,no,no
693,ASK,SIA,28416.0,0.0,0.0,0.0,42577.0,175.0,175.0,37440.0,45360.0,6,25690.5,6,0.0,no,no,no
694,ASK,SIBD,23296.0,0.0,0.0,15240.0,22978.0,120.0,120.0,30240.0,376320.0,7,66902.0,7,0.0,no,no,no
695,ASK,SMB,33536.0,111720.0,0.0,24480.0,0.0,1739.0,1739.0,233520.0,0.0,6,67789.0,6,0.0,no,no,no
696,ASK,URX,8960.0,36120.0,0.0,7920.0,26357.0,185.0,185.0,4200.0,0.0,7,11989.57142857143,7,0.0,no,no,no
697,ASK,URY,512.0,18600.0,9840.0,7440.0,0.0,6.0,6.0,1440.0,55920.0,8,11720.5,8,0.0,no,no,no
698,ASK,AWB,0.0,52920.0,0.0,26640.0,0.0,3314.0,3314.0,0.0,18000.0,5,20837.6,5,0.0,no,no,no
699,ASK,OLQ,0.0,17400.0,15960.0,6480.0,0.0,0.0,0.0,0.0,3360.0,4,10800.0,4,0.0,no,no,no
700,ASK,RME,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6000.0,1,0.0,no,no,no
701,ASK,URA,0.0,840.0,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,2,1433.5,2,0.0,no,no,no
702,ASK,VA,0.0,59880.0,0.0,0.0,0.0,0.0,0.0,31680.0,0.0,2,45780.0,2,0.0,no,no,no
703,ASK,VB,0.0,408960.0,0.0,0.0,0.0,0.0,0.0,94560.0,0.0,2,251760.0,2,0.0,no,no,no
704,ASK,RIM,0.0,0.0,27960.0,0.0,61839.0,1739.0,1739.0,0.0,1680.0,5,18991.4,5,0.0,no,no,no
705,ASK,AVH,0.0,0.0,0.0,1680.0,47645.0,305.0,305.0,0.0,315360.0,5,73059.0,5,0.0,no,no,no
706,ASK,SMD,0.0,0.0,0.0,1200.0,23654.0,0.0,0.0,10440.0,130560.0,4,41463.5,4,0.0,no,no,no
707,ASK,URB,0.0,0.0,0.0,11760.0,12503.0,0.0,0.0,0.0,159120.0,3,61127.666666666664,3,0.0,no,no,no
708,ASK,AVA,0.0,0.0,0.0,0.0,108133.0,1443.0,1443.0,0.0,0.0,3,37006.333333333336,3,0.0,no,no,no
709,ASK,AVD,0.0,0.0,0.0,0.0,51025.0,65.0,65.0,3720.0,373440.0,5,85663.0,5,0.0,no,no,no
710,ASK,AVF,0.0,0.0,0.0,0.0,1256722.0,16658.0,16658.0,565680.0,2580000.0,5,887143.6,5,0.0,no,no,no
711,ASK,HSN,0.0,0.0,0.0,0.0,0.0,42370.0,42370.0,0.0,5840880.0,3,1975206.6666666667,3,0.0,no,no,no
712,ASK,PVN,0.0,0.0,0.0,0.0,0.0,1836.0,1836.0,0.0,164880.0,3,56184.0,3,0.0,no,no,no
713,ASK,RIA,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,2,82.0,2,0.0,no,no,no
714,ASK,RIB,0.0,0.0,0.0,0.0,0.0,222.0,222.0,3720.0,0.0,3,1388.0,3,0.0,no,no,no
715,ASK,RID,0.0,0.0,0.0,0.0,0.0,951.0,951.0,0.0,0.0,2,951.0,2,0.0,no,no,no
716,ASK,RMD,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2,8.0,2,0.0,no,no,no
717,ASK,VB02,0.0,0.0,0.0,0.0,0.0,1840.0,1840.0,0.0,0.0,2,1840.0,2,0.0,no,no,no
718,ASK,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266160.0,1,266160.0,1,0.0,no,no,no
719,ASK,RMDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,1,960.0,1,0.0,no,no,no
720,ASK,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67680.0,1,67680.0,1,0.0,no,no,no
721,AVA,AVA,538624.0,244440.0,254520.0,166920.0,1309440.0,13420.0,13420.0,609720.0,1956240.0,9,567416.0,9,0.0,no,yes,no
722,AVA,AVB,1071360.0,936960.0,781200.0,561120.0,4707224.0,37313.0,37313.0,2346120.0,6903600.0,9,1931356.6666666667,9,0.0,no,yes,no
723,AVA,AVD,717056.0,644760.0,432480.0,566640.0,875886.0,35339.0,35339.0,1346400.0,3247440.0,9,877926.6666666666,9,0.0,no,yes,no
724,AVA,AVE,80384.0,229440.0,163320.0,72000.0,221337.0,32245.0,32245.0,462240.0,1794000.0,9,343023.44444444444,9,0.0,no,yes,no
725,AVA,AVH,342016.0,1240440.0,721800.0,30000.0,1186436.0,29631.0,29631.0,1433880.0,4097760.0,9,1012399.3333333334,9,0.0,no,yes,no
726,AVA,AVJ,134144.0,396600.0,318360.0,328680.0,267631.0,7844.0,7844.0,531120.0,1909680.0,9,433544.77777777775,9,0.0,no,yes,no
727,AVA,AVK,335104.0,825960.0,720000.0,199800.0,617379.0,24952.0,24952.0,2206680.0,1641120.0,9,732883.0,9,0.0,no,yes,no
728,AVA,AWB,125952.0,2400.0,58920.0,24720.0,40211.0,686.0,686.0,44160.0,265440.0,9,62575.0,9,0.0,no,yes,no
729,AVA,AWC,97536.0,0.0,0.0,6840.0,1041805.0,10892.0,10892.0,18960.0,2640.0,7,169937.85714285713,7,0.0,no,no,no
730,AVA,BAG,713216.0,662880.0,391200.0,422040.0,2801355.0,26900.0,26900.0,2319720.0,4555440.0,9,1324405.6666666667,9,0.0,no,yes,no
731,AVA,BWM,186112.0,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,4320.0,3,64917.333333333336,3,0.0,no,no,no
732,AVA,CEPD,66816.0,2040.0,142080.0,0.0,56432.0,0.0,0.0,284760.0,222000.0,6,129021.33333333333,6,0.0,no,no,no
733,AVA,DVA,273664.0,764280.0,353280.0,223680.0,1055999.0,15004.0,15004.0,475440.0,1646880.0,9,535914.5555555555,9,0.0,no,yes,no
734,AVA,DVC,901120.0,638280.0,610800.0,666600.0,2044077.0,38752.0,38752.0,1630440.0,4264560.0,9,1203709.0,9,0.0,no,yes,no
735,AVA,FLP,900096.0,346560.0,1234560.0,548880.0,3655954.0,81316.0,81316.0,3630360.0,7132080.0,9,1956791.3333333333,9,0.0,no,yes,no
736,AVA,IL1,165120.0,46080.0,3960.0,0.0,127057.0,658.0,658.0,84720.0,140160.0,8,71051.625,8,0.0,no,no,no
737,AVA,IL2,256.0,2880.0,47280.0,0.0,41226.0,0.0,0.0,80880.0,272640.0,6,74193.66666666667,6,0.0,no,no,no
738,AVA,OLL,19456.0,0.0,0.0,0.0,31088.0,1292.0,1292.0,17280.0,480.0,6,11814.666666666666,6,0.0,no,no,no
739,AVA,OLQ,8192.0,1320.0,61080.0,90840.0,29398.0,397.0,397.0,79800.0,337440.0,9,67651.55555555556,9,0.0,no,yes,no
740,AVA,PVC,155648.0,870240.0,685200.0,206760.0,4161821.0,35880.0,35880.0,2345760.0,4077840.0,9,1397225.4444444445,9,0.0,no,yes,no
741,AVA,PVP,1164032.0,605160.0,685680.0,518520.0,1847745.0,28978.0,28978.0,1738440.0,2897280.0,9,1057201.4444444445,9,0.0,no,yes,no
742,AVA,PVQ,58624.0,78000.0,0.0,18240.0,253101.0,11948.0,11948.0,129120.0,256080.0,8,102132.625,8,0.0,no,no,no
743,AVA,RIA,1436416.0,1049040.0,1312560.0,384120.0,4456149.0,43116.0,43116.0,2547240.0,3166080.0,9,1604204.111111111,9,0.0,no,yes,no
744,AVA,RIB,496384.0,447840.0,100080.0,273120.0,870818.0,3560.0,3560.0,591960.0,2476560.0,9,584875.7777777778,9,0.0,no,yes,no
745,AVA,RIC,2423552.0,1078560.0,1654080.0,1436760.0,6799286.0,46581.0,46581.0,4069080.0,7954320.0,9,2834311.111111111,9,0.0,no,yes,no
746,AVA,RID,201728.0,279360.0,190200.0,381000.0,381849.0,3367.0,3367.0,1009560.0,1496640.0,9,438563.44444444444,9,0.0,no,yes,no
747,AVA,RIF,5632.0,134400.0,0.0,0.0,0.0,8816.0,8816.0,5520.0,1117440.0,6,213437.33333333334,6,0.0,no,no,no
748,AVA,RIG,94720.0,50040.0,20880.0,19200.0,103740.0,11699.0,11699.0,1039200.0,2136240.0,9,387490.8888888889,9,0.0,no,yes,no
749,AVA,RIH,475392.0,0.0,56040.0,27600.0,497417.0,0.0,0.0,4200.0,86160.0,6,191134.83333333334,6,0.0,no,no,no
750,AVA,RIM,2695168.0,3339720.0,2159760.0,1891440.0,6723930.0,59014.0,59014.0,6174000.0,15439440.0,9,4282387.333333333,9,0.0,no,yes,no
751,AVA,RIR,91136.0,5280.0,142080.0,69120.0,80762.0,4908.0,4908.0,606480.0,1113600.0,9,235363.77777777778,9,0.0,no,yes,no
752,AVA,RIV,1142272.0,815880.0,656400.0,674400.0,1345933.0,15898.0,15898.0,1540080.0,2738880.0,9,993960.1111111111,9,0.0,no,yes,no
753,AVA,RMD,493056.0,212400.0,57960.0,127560.0,47984.0,27525.0,27525.0,61560.0,524160.0,9,175525.55555555556,9,0.0,no,yes,no
754,AVA,RMDD,272640.0,39240.0,83520.0,323280.0,349069.0,717.0,717.0,408720.0,0.0,8,184737.875,8,0.0,no,no,no
755,AVA,RMDV,243200.0,336720.0,196920.0,463080.0,507893.0,43842.0,43842.0,304920.0,1367520.0,9,389770.77777777775,9,0.0,no,yes,no
756,AVA,RMG,78592.0,670200.0,36840.0,47520.0,1273957.0,8196.0,8196.0,564120.0,1830000.0,9,501957.8888888889,9,0.0,no,yes,no
757,AVA,SAA,6002688.0,5315640.0,3765840.0,3157560.0,10615753.0,118603.0,118603.0,11098320.0,19071360.0,9,6584929.666666667,9,0.0,no,yes,no
758,AVA,SIA,675584.0,1076760.0,357960.0,413520.0,1235096.0,13280.0,13280.0,1125120.0,7256400.0,9,1351888.888888889,9,0.0,no,yes,no
759,AVA,SIBD,202496.0,391920.0,194160.0,239520.0,329470.0,6377.0,6377.0,561240.0,3095760.0,9,558591.1111111111,9,0.0,no,yes,no
760,AVA,SIBV,301312.0,358080.0,19560.0,38280.0,201062.0,6310.0,6310.0,50400.0,209040.0,9,132261.55555555556,9,0.0,no,yes,no
761,AVA,SMB,356864.0,428640.0,123720.0,176400.0,822157.0,14585.0,14585.0,462600.0,3998640.0,9,710910.1111111111,9,0.0,no,yes,no
762,AVA,SMD,3335168.0,3189240.0,3054240.0,1883040.0,8374669.0,68708.0,68708.0,6609000.0,13342080.0,9,4436094.777777778,9,0.0,no,yes,no
763,AVA,URA,21504.0,6240.0,21120.0,0.0,0.0,0.0,0.0,78720.0,112800.0,5,48076.8,5,0.0,no,no,no
764,AVA,URB,123648.0,45600.0,15600.0,3240.0,0.0,11.0,11.0,2160.0,154320.0,8,43073.75,8,0.0,no,no,no
765,AVA,URX,136192.0,76680.0,240.0,11640.0,6419.0,3530.0,3530.0,33240.0,40560.0,9,34670.11111111111,9,0.0,no,yes,no
766,AVA,URY,283392.0,257760.0,186720.0,117360.0,729229.0,9287.0,9287.0,869880.0,1444320.0,9,434137.22222222225,9,0.0,no,yes,no
767,AVA,AVF,0.0,35280.0,0.0,0.0,0.0,5145.0,5145.0,372840.0,1810560.0,5,445794.0,5,0.0,no,no,no
768,AVA,AVL,0.0,96720.0,409680.0,0.0,14530.0,0.0,0.0,2880.0,0.0,4,130952.5,4,0.0,no,no,no
769,AVA,PVT,0.0,166200.0,0.0,0.0,52715.0,46.0,46.0,292080.0,1108560.0,6,269941.1666666667,6,0.0,no,no,no
770,AVA,RMH,0.0,1856640.0,0.0,0.0,1821387.0,29869.0,29869.0,2140920.0,3083280.0,6,1493660.8333333333,6,0.0,no,no,no
771,AVA,SDQ,0.0,32280.0,0.0,0.0,3304856.0,14231.0,14231.0,558360.0,3823920.0,6,1291313.0,6,0.0,no,no,no
772,AVA,VA,0.0,142080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,142080.0,1,0.0,no,no,no
773,AVA,excgl,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2280.0,0.0,2,8640.0,2,0.0,no,no,no
774,AVA,Fragment2,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15000.0,1,0.0,no,no,no
775,AVA,PVR,0.0,0.0,42000.0,11400.0,0.0,0.0,0.0,21720.0,147360.0,4,55620.0,4,0.0,no,no,no
776,AVA,AWA,0.0,0.0,0.0,19200.0,0.0,0.0,0.0,35520.0,8640.0,3,21120.0,3,0.0,no,no,no
777,AVA,RIS,0.0,0.0,0.0,32280.0,19260.0,2374.0,2374.0,23160.0,0.0,5,15889.6,5,0.0,no,no,no
778,AVA,RMF,0.0,0.0,0.0,0.0,1413856.0,4687.0,4687.0,3480.0,1243680.0,5,534078.0,5,0.0,no,no,no
779,AVA,BDU,0.0,0.0,0.0,0.0,0.0,1158.0,1158.0,9600.0,571200.0,4,145779.0,4,0.0,no,no,no
780,AVA,HSN,0.0,0.0,0.0,0.0,0.0,158.0,158.0,0.0,914880.0,3,305065.3333333333,3,0.0,no,no,no
781,AVA,PLN,0.0,0.0,0.0,0.0,0.0,1179.0,1179.0,0.0,44400.0,3,15586.0,3,0.0,no,no,no
782,AVA,PVN,0.0,0.0,0.0,0.0,0.0,374.0,374.0,0.0,256080.0,3,85609.33333333333,3,0.0,no,no,no
783,AVA,VB01,0.0,0.0,0.0,0.0,0.0,10676.0,10676.0,0.0,0.0,2,10676.0,2,0.0,no,no,no
784,AVA,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138600.0,0.0,1,138600.0,1,0.0,no,no,no
785,AVA,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31440.0,29280.0,2,30360.0,2,0.0,no,no,no
786,AVA,VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260040.0,0.0,1,260040.0,1,0.0,no,no,no
787,AVA,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95280.0,1,95280.0,1,0.0,no,no,no
788,AVB,AVB,544768.0,211080.0,494760.0,120720.0,855613.0,11300.0,11300.0,991200.0,2813520.0,9,672695.6666666666,9,0.0,no,yes,no
789,AVB,AVD,1952256.0,1445520.0,582480.0,975360.0,3417045.0,70335.0,70335.0,2948400.0,11302800.0,9,2529392.3333333335,9,0.0,no,yes,no
790,AVB,AVE,760576.0,789120.0,557040.0,291000.0,1709536.0,37544.0,37544.0,1759800.0,3986160.0,9,1103146.6666666667,9,0.0,no,yes,no
791,AVB,AVH,2464000.0,1391880.0,1376040.0,1574400.0,3412652.0,55269.0,55269.0,3645360.0,10770480.0,9,2749483.3333333335,9,0.0,no,yes,no
792,AVB,AVJ,3249920.0,2891760.0,2281680.0,1707120.0,5776403.0,116408.0,116408.0,7042800.0,16357680.0,9,4393353.222222222,9,0.0,no,yes,no
793,AVB,AVK,259584.0,384360.0,44280.0,4800.0,695775.0,20410.0,20410.0,8760.0,1951200.0,9,376619.8888888889,9,0.0,no,yes,no
794,AVB,AWA,243712.0,88440.0,126000.0,34320.0,671108.0,8136.0,8136.0,280920.0,128160.0,9,176548.0,9,0.0,no,yes,no
795,AVB,AWB,59392.0,2640.0,13080.0,128640.0,18585.0,2166.0,2166.0,0.0,26400.0,8,31633.625,8,0.0,no,no,no
796,AVB,BAG,451584.0,539640.0,655440.0,334080.0,71300.0,2145.0,2145.0,718680.0,1474800.0,9,472201.55555555556,9,0.0,no,yes,no
797,AVB,BDU,403968.0,375240.0,208320.0,382080.0,490658.0,9456.0,9456.0,685080.0,1638240.0,9,466944.22222222225,9,0.0,no,yes,no
798,AVB,CEPV,58624.0,34320.0,14640.0,52800.0,8785.0,158.0,158.0,301800.0,390720.0,9,95778.33333333333,9,0.0,no,yes,no
799,AVB,DB,150784.0,140760.0,87960.0,122040.0,0.0,0.0,0.0,162960.0,0.0,5,132900.8,5,0.0,no,no,no
800,AVB,DVA,1800704.0,1471320.0,1637880.0,1259400.0,2919966.0,51158.0,51158.0,2606400.0,6193200.0,9,1999020.6666666667,9,0.0,no,yes,no
801,AVB,DVC,20224.0,0.0,3720.0,0.0,213565.0,9586.0,9586.0,3480.0,640800.0,7,128708.71428571429,7,0.0,no,no,no
802,AVB,FLP,76032.0,589920.0,100800.0,32640.0,1118851.0,18678.0,18678.0,50880.0,730560.0,9,304115.44444444444,9,0.0,no,yes,no
803,AVB,IL1,28416.0,0.0,0.0,0.0,0.0,540.0,540.0,0.0,74880.0,4,26094.0,4,0.0,no,no,no
804,AVB,IL2,36352.0,37560.0,0.0,0.0,0.0,825.0,825.0,60960.0,84720.0,6,36873.666666666664,6,0.0,no,no,no
805,AVB,OLQ,43520.0,176280.0,53280.0,33000.0,150036.0,133.0,133.0,78720.0,284160.0,9,91029.11111111111,9,0.0,no,yes,no
806,AVB,PVC,2522880.0,4313760.0,2366280.0,1098360.0,10099750.0,204212.0,204212.0,6390960.0,22778160.0,9,5553174.888888889,9,0.0,no,yes,no
807,AVB,PVP,5055488.0,3102120.0,2915280.0,2906400.0,6007878.0,106350.0,106350.0,4751520.0,12141120.0,9,4121389.5555555555,9,0.0,no,yes,no
808,AVB,PVQ,60160.0,0.0,0.0,154680.0,12503.0,97.0,97.0,28560.0,38160.0,7,42036.71428571428,7,0.0,no,no,no
809,AVB,PVR,650496.0,662640.0,423720.0,258720.0,295679.0,15365.0,15365.0,2321520.0,4800960.0,9,1049385.0,9,0.0,no,yes,no
810,AVB,RIB,413696.0,447960.0,535560.0,316920.0,1092494.0,12646.0,12646.0,1155960.0,1759920.0,9,638644.6666666666,9,0.0,no,yes,no
811,AVB,RIC,139008.0,148560.0,128400.0,120840.0,734637.0,19507.0,19507.0,531600.0,2544960.0,9,487446.55555555556,9,0.0,no,yes,no
812,AVB,RID,763648.0,691920.0,462480.0,404640.0,2120109.0,22236.0,22236.0,1580880.0,3482880.0,9,1061225.4444444445,9,0.0,no,yes,no
813,AVB,RIF,1184512.0,970680.0,1046400.0,910080.0,2892593.0,51809.0,51809.0,2257560.0,5514960.0,9,1653378.111111111,9,0.0,no,yes,no
814,AVB,RIG,364800.0,170400.0,433080.0,421920.0,1979197.0,14536.0,14536.0,472320.0,2289840.0,9,684514.3333333334,9,0.0,no,yes,no
815,AVB,RIM,1214208.0,2160840.0,1060920.0,609960.0,4095589.0,55769.0,55769.0,2817600.0,11649120.0,9,2635530.5555555555,9,0.0,no,yes,no
816,AVB,RIR,133120.0,30600.0,369240.0,452280.0,127057.0,618.0,618.0,80760.0,51360.0,9,138405.88888888888,9,0.0,no,yes,no
817,AVB,RIS,247552.0,441600.0,312600.0,79080.0,888729.0,4718.0,4718.0,1624800.0,2800320.0,9,711568.5555555555,9,0.0,no,yes,no
818,AVB,RIV,494336.0,582960.0,189840.0,198840.0,339270.0,14272.0,14272.0,313320.0,2329920.0,9,497447.77777777775,9,0.0,no,yes,no
819,AVB,RME,135936.0,0.0,103200.0,55560.0,132464.0,1416.0,1416.0,154200.0,663840.0,8,156004.0,8,0.0,no,no,no
820,AVB,RMG,163840.0,93600.0,150600.0,153000.0,600144.0,2730.0,2730.0,560280.0,1300560.0,9,336387.1111111111,9,0.0,no,yes,no
821,AVB,SAA,137984.0,139800.0,94680.0,36720.0,37509.0,5037.0,5037.0,60000.0,424560.0,9,104591.88888888889,9,0.0,no,yes,no
822,AVB,SIA,612352.0,101520.0,264840.0,413520.0,339946.0,3218.0,3218.0,1075920.0,4053840.0,9,763152.6666666666,9,0.0,no,yes,no
823,AVB,SIBD,594688.0,604440.0,208440.0,217560.0,472073.0,17898.0,17898.0,583680.0,2714880.0,9,603506.3333333334,9,0.0,no,yes,no
824,AVB,SIBV,660224.0,279840.0,449160.0,227400.0,2332997.0,48730.0,48730.0,2126160.0,4734480.0,9,1211969.0,9,0.0,no,yes,no
825,AVB,SMB,471296.0,250440.0,318120.0,101760.0,441321.0,6494.0,6494.0,1165080.0,1888080.0,9,516565.0,9,0.0,no,yes,no
826,AVB,SMD,43264.0,27960.0,191040.0,9240.0,45618.0,4052.0,4052.0,311280.0,534720.0,9,130136.22222222222,9,0.0,no,yes,no
827,AVB,URA,56064.0,70680.0,98640.0,52200.0,124691.0,762.0,762.0,122640.0,376800.0,9,100359.88888888889,9,0.0,no,yes,no
828,AVB,URB,5376.0,69000.0,24000.0,52560.0,0.0,467.0,467.0,49320.0,199920.0,8,50138.75,8,0.0,no,no,no
829,AVB,URX,144384.0,119280.0,225000.0,36360.0,80423.0,4713.0,4713.0,84000.0,135840.0,9,92745.88888888889,9,0.0,no,yes,no
830,AVB,URY,132864.0,173160.0,156960.0,106440.0,460245.0,4859.0,4859.0,339720.0,1423920.0,9,311447.44444444444,9,0.0,no,yes,no
831,AVB,AVL,0.0,5880.0,221640.0,0.0,0.0,5626.0,5626.0,0.0,42240.0,5,56202.4,5,0.0,no,no,no
832,AVB,AVM,0.0,64080.0,0.0,0.0,1983251.0,14625.0,14625.0,522120.0,3398880.0,6,999596.8333333334,6,0.0,no,no,no
833,AVB,AWC,0.0,11160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11160.0,1,0.0,no,no,no
834,AVB,PVT,0.0,4200.0,0.0,0.0,0.0,7688.0,7688.0,0.0,3600.0,4,5794.0,4,0.0,no,no,no
835,AVB,RIA,0.0,1200.0,2400.0,0.0,0.0,161.0,161.0,148680.0,162960.0,6,52593.666666666664,6,0.0,no,no,no
836,AVB,RIP,0.0,57120.0,21120.0,9480.0,77383.0,7735.0,7735.0,603360.0,1923840.0,8,338471.625,8,0.0,no,no,no
837,AVB,RMH,0.0,51120.0,0.0,0.0,80762.0,10416.0,10416.0,0.0,799440.0,5,190430.8,5,0.0,no,no,no
838,AVB,SDQ,0.0,110280.0,0.0,0.0,3858031.0,50660.0,50660.0,1865280.0,4395840.0,6,1721791.8333333333,6,0.0,no,no,no
839,AVB,VB,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,720.0,1,0.0,no,no,no
840,AVB,Fragment1,0.0,0.0,47400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47400.0,1,0.0,no,no,no
841,AVB,RIH,0.0,0.0,88920.0,720.0,30412.0,5334.0,5334.0,826440.0,0.0,6,159526.66666666666,6,0.0,no,no,no
842,AVB,excgl,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,1,2040.0,1,0.0,no,no,no
843,AVB,AVF,0.0,0.0,0.0,0.0,741395.0,10694.0,10694.0,748920.0,1046400.0,5,511620.6,5,0.0,no,no,no
844,AVB,RMDV,0.0,0.0,0.0,0.0,102051.0,1089.0,1089.0,9000.0,32640.0,5,29173.8,5,0.0,no,no,no
845,AVB,RMF,0.0,0.0,0.0,0.0,84479.0,854.0,854.0,0.0,557280.0,4,160866.75,4,0.0,no,no,no
846,AVB,SAB,0.0,0.0,0.0,0.0,31764.0,0.0,0.0,0.0,0.0,1,31764.0,1,0.0,no,no,no
847,AVB,HSN,0.0,0.0,0.0,0.0,0.0,20316.0,20316.0,0.0,1629840.0,3,556824.0,3,0.0,no,no,no
848,AVB,PVN,0.0,0.0,0.0,0.0,0.0,21050.0,21050.0,0.0,1673520.0,3,571873.3333333334,3,0.0,no,no,no
849,AVB,VA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81000.0,0.0,1,81000.0,1,0.0,no,no,no
850,AVB,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1,36000.0,1,0.0,no,no,no
851,AVB,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14160.0,1,14160.0,1,0.0,no,no,no
852,AVB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,1,7200.0,1,0.0,no,no,no
853,AVD,AVD,131840.0,63000.0,74280.0,64200.0,141250.0,541.0,541.0,92640.0,198240.0,9,85170.22222222222,9,0.0,no,yes,no
854,AVD,AVE,1233664.0,355560.0,694560.0,457800.0,2027181.0,23243.0,23243.0,1428960.0,2678160.0,9,991374.5555555555,9,0.0,no,yes,no
855,AVD,AVH,997888.0,811800.0,655080.0,588000.0,909004.0,34186.0,34186.0,957360.0,2931360.0,9,879873.7777777778,9,0.0,no,yes,no
856,AVD,AVJ,1398784.0,1582920.0,1340880.0,886920.0,4387890.0,52110.0,52110.0,4409520.0,8186400.0,9,2477503.777777778,9,0.0,no,yes,no
857,AVD,AWB,1024.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,2,992.0,2,0.0,no,no,no
858,AVD,BAG,1569792.0,1561560.0,672960.0,624240.0,2025490.0,23618.0,23618.0,2132160.0,4566240.0,9,1466630.888888889,9,0.0,no,yes,no
859,AVD,BDU,507904.0,203040.0,364560.0,140520.0,985373.0,15137.0,15137.0,863280.0,1729920.0,9,536096.7777777778,9,0.0,no,yes,no
860,AVD,CEPD,231936.0,27600.0,104040.0,118800.0,357857.0,6002.0,6002.0,273480.0,130560.0,9,139586.33333333334,9,0.0,no,yes,no
861,AVD,CEPV,125952.0,69480.0,61200.0,96960.0,133139.0,2466.0,2466.0,212280.0,235920.0,9,104429.22222222222,9,0.0,no,yes,no
862,AVD,DVA,1399296.0,1206840.0,958440.0,950160.0,1485833.0,35643.0,35643.0,2250960.0,3414720.0,9,1304170.5555555555,9,0.0,no,yes,no
863,AVD,FLP,190976.0,918960.0,102480.0,311160.0,1376010.0,10802.0,10802.0,442800.0,1203120.0,9,507456.6666666667,9,0.0,no,yes,no
864,AVD,IL1,149248.0,34080.0,95400.0,105840.0,195993.0,1424.0,1424.0,138840.0,154560.0,9,97423.22222222222,9,0.0,no,yes,no
865,AVD,IL2,188416.0,65640.0,64800.0,45000.0,194979.0,1188.0,1188.0,153360.0,216720.0,9,103476.77777777778,9,0.0,no,yes,no
866,AVD,OLL,95488.0,106920.0,6600.0,102840.0,53729.0,525.0,525.0,30480.0,511920.0,9,101003.0,9,0.0,no,yes,no
867,AVD,OLQ,282880.0,275880.0,216600.0,287040.0,552158.0,3844.0,3844.0,523920.0,378960.0,9,280569.55555555556,9,0.0,no,yes,no
868,AVD,PVC,1324800.0,801720.0,1009320.0,307440.0,4639640.0,82031.0,82031.0,2281320.0,5213520.0,9,1749091.3333333333,9,0.0,no,yes,no
869,AVD,PVP,744704.0,57720.0,389160.0,658200.0,172001.0,11502.0,11502.0,6120.0,813600.0,9,318278.77777777775,9,0.0,no,yes,no
870,AVD,PVQ,106240.0,9840.0,14160.0,0.0,19937.0,49.0,49.0,359640.0,283920.0,8,99229.375,8,0.0,no,no,no
871,AVD,PVR,581632.0,198840.0,592560.0,238320.0,228095.0,11327.0,11327.0,905040.0,1426080.0,9,465913.44444444444,9,0.0,no,yes,no
