source,target,weight
AIYR,ADLR,56770.0
AIYR,RIH,1314508.0
AIYR,ASKL,56770.0
AIYR,AVJL,855613.0
AIYR,AWBR,921845.0
AIYR,ASIR,731596.0
AIYR,AWBL,77721.0
AIYR,AFDL,12503.0
AIYR,URXR,328796.0
AIYR,AIYL,740044.0
AIYR,IL1DR,18585.0
AIYR,RIMR,835676.0
AIYR,AIAR,118609.0
AIYR,AUAR,3338987.0
AIYR,AINR,359884.0
AIYR,AVHL,23992.0
AIYR,ADFR,710307.0
AIYR,AVM,373739.0
AIYR,AINL,504852.0
AIYR,ASEL,2320158.0
AIYR,SIBDR,254115.0
AIYR,AWCR,1003622.0
AIYR,OLQDR,4730.0
AIYR,RIFR,336230.0
AIYR,AIMR,50012.0
AIYR,AWCL,1398988.0
AIYR,ASER,4020910.0
AIYR,BAGR,104755.0
AIYR,ASGR,395028.0
AIYR,RIGR,92928.0
AIYR,BAGL,1885593.0
AIYR,AIBR,858992.0
AIYR,AFDR,6752655.0
AIYR,RIR,1226649.0
AIYR,PVCL,8785.0
AIYR,AWAR,1537873.0
AIYR,AQR,56770.0
AIYR,RIS,852572.0
AIYR,PVPR,337.0
AIYR,SMBVR,207144.0
AIYR,AIZL,112865.0
AIYR,AIZR,3408599.0
AIYR,RIAR,1809561.0
AIYR,RIBR,3086899.0
AIYR,RIAL,73666.0
IL1DL,ADLL,64880.0
IL1DL,BWM-DL04,675.0
IL1DL,BWM-DL02,220661.0
IL1DL,BWM-DL01,607580.0
IL1DL,RIBL,53391.0
IL1DL,RIH,241274.0
IL1DL,ASKL,39198.0
IL1DL,CEPDL,1465896.0
IL1DL,URYDL,2941931.0
IL1DL,AVJL,20613.0
IL1DL,AVL,70963.0
IL1DL,ASJL,46295.0
IL1DL,IL2L,186531.0
IL1DL,AFDL,21626.0
IL1DL,ASIL,53729.0
IL1DL,SMDVL,181800.0
IL1DL,URXL,13178.0
IL1DL,ALA,67246.0
IL1DL,RMDDR,161863.0
IL1DL,IL1DR,88872.0
IL1DL,AUAL,86845.0
IL1DL,RMER,3717.0
IL1DL,RMEV,341975.0
IL1DL,RMEL,1664593.0
IL1DL,RMED,353464.0
IL1DL,AINR,24668.0
IL1DL,AVHL,48660.0
IL1DL,AINL,37509.0
IL1DL,AWCR,34805.0
IL1DL,OLLL,538644.0
IL1DL,DVC,64880.0
IL1DL,IL1L,777891.0
IL1DL,OLLR,277770.0
IL1DL,PVR,123678.0
IL1DL,PVT,40888.0
IL1DL,AVEL,14868.0
IL1DL,IL2DL,2281297.0
IL1DL,AIML,48322.0
IL1DL,RIFL,17909.0
IL1DL,AWCL,65894.0
IL1DL,URADL,1766645.0
IL1DL,ASER,62177.0
IL1DL,BAGR,8785.0
IL1DL,RIGL,166594.0
IL1DL,BDUL,61163.0
IL1DL,OLQDL,3370752.0
IL1DL,BAGL,133816.0
IL1DL,RIPL,2540820.0
IL1DL,RMDVL,5895352.0
IL1DL,AVKL,89886.0
IL1DL,AQR,8785.0
IL1DL,RIS,14868.0
IL1DL,ADEL,7096.0
IL1DL,IL1VL,20951.0
IL1DL,AVDR,143278.0
CEPVR,RICR,1084385.0
CEPVR,RIH,2675312.0
CEPVR,RIVL,40212.0
CEPVR,AVJL,29061.0
CEPVR,URBR,1977169.0
CEPVR,BWM-VR08,823511.0
CEPVR,BWM-VR01,1315184.0
CEPVR,BWM-VR05,777891.0
CEPVR,ASIR,242626.0
CEPVR,BWM-VR03,472074.0
CEPVR,ALMR,724500.0
CEPVR,ASJR,183490.0
CEPVR,PVQR,161863.0
CEPVR,RMDR,1591265.0
CEPVR,URXR,193290.0
CEPVR,SMDVL,855613.0
CEPVR,OLQVR,1351680.0
CEPVR,RMDDR,1529763.0
CEPVR,RICL,956989.0
CEPVR,BWM-VR07,75694.0
CEPVR,AUAR,225392.0
CEPVR,AINR,6420.0
CEPVR,SIBVL,171325.0
CEPVR,ASKR,31426.0
CEPVR,AVM,26357.0
CEPVR,BWM-DR04,12840.0
CEPVR,AINL,116244.0
CEPVR,SIBDR,527493.0
CEPVR,AWCR,97658.0
CEPVR,IL1R,40888.0
CEPVR,OLLR,1404395.0
CEPVR,PVR,17909.0
CEPVR,PVT,8448.0
CEPVR,AVEL,723148.0
CEPVR,RIFR,61163.0
CEPVR,BWM-VR04,1462517.0
CEPVR,AIMR,222351.0
CEPVR,RMFR,50350.0
CEPVR,AVER,8110.0
CEPVR,AWCL,253440.0
CEPVR,URYVR,1160417.0
CEPVR,URAVR,475791.0
CEPVR,BWM-VR06,654888.0
CEPVR,SDQR,135168.0
CEPVR,ASGR,167270.0
CEPVR,BDUR,46632.0
CEPVR,RMGR,323389.0
CEPVR,AVFR,233164.0
CEPVR,BAGL,527493.0
CEPVR,PVCR,45619.0
CEPVR,RMDL,156119.0
CEPVR,RIPR,650496.0
CEPVR,RMDVL,237557.0
CEPVR,PVCL,67246.0
CEPVR,RMHL,434565.0
CEPVR,ADER,268646.0
CEPVR,RIS,1217525.0
CEPVR,SMBVR,1012746.0
CEPVR,RMHR,520396.0
CEPVR,IL1VR,1591603.0
CEPVR,IL2VR,618055.0
CEPVR,RIAR,1899110.0
CEPVR,RIBR,296693.0
CEPVR,SIAVR,110499.0
CEPVR,AVDL,72652.0
CEPVR,RIAL,13854.0
CANL,ADLL,278108.0
CANL,SAAVL,121651.0
CANL,ALA,460247.0
ADLL,ADLR,537968.0
ADLL,AVAL,1294571.0
ADLL,ASKL,1756508.0
ADLL,URBL,2027.0
ADLL,AVJR,307169.0
ADLL,SAAVL,12840.0
ADLL,URYDL,9799.0
ADLL,AVJL,141588.0
ADLL,AVBR,6420.0
ADLL,ASJL,29399.0
ADLL,ALML,11489.0
ADLL,IL2L,129761.0
ADLL,ASIR,25344.0
ADLL,AWBL,1216512.0
ADLL,RMGL,212551.0
ADLL,ASIL,141250.0
ADLL,URXL,4055.0
ADLL,ALA,1292206.0
ADLL,AIYL,44605.0
ADLL,ADAL,628193.0
ADLL,ASGL,9799.0
ADLL,AIAR,40212.0
ADLL,AIAL,791746.0
ADLL,PVQL,1249628.0
ADLL,ASKR,1099591.0
ADLL,AVHL,86845.0
ADLL,AVHR,337582.0
ADLL,AVBL,132126.0
ADLL,ASEL,1905530.0
ADLL,AWCR,1710213.0
ADLL,OLLL,237895.0
ADLL,AVAR,88872.0
ADLL,URYVL,67584.0
ADLL,IL1L,27033.0
ADLL,AVEL,26695.0
ADLL,IL2DL,123002.0
ADLL,AIML,3041.0
ADLL,OLQVL,20951.0
ADLL,RIFL,109486.0
ADLL,AWCL,1417574.0
ADLL,URADL,27709.0
ADLL,AVFL,255129.0
ADLL,RIGL,19937.0
ADLL,OLQDL,125706.0
ADLL,AVFR,12840.0
ADLL,PVCL,579532.0
ADLL,AIBL,1441566.0
ADLL,PVPL,365967.0
ADLL,AWAL,2023464.0
ADLL,AIZL,2703.0
ADLL,SMBVL,1220229.0
ADLL,SIADR,4392.0
ADLL,ASHL,1032345.0
ADLL,AVDR,928604.0
