,pre,post,cel_jsh_chemical.csv' with 87 nodes and 742 edges_weight,cel_n2u_chemical.csv' with 86 nodes and 986 edges_weight,n930_head1.csv' with 89 nodes and 702 edges_weight,witvliet_2020_1_L1_chem.csv' with 76 nodes and 349 edges_weight,witvliet_2020_2_L1_chem.csv' with 77 nodes and 410 edges_weight,witvliet_2020_3_L1_chem.csv' with 77 nodes and 419 edges_weight,witvliet_2020_4_L1_chem.csv' with 81 nodes and 469 edges_weight,witvliet_2020_5_L2_chem.csv' with 84 nodes and 620 edges_weight,witvliet_2020_6_L3_chem.csv' with 85 nodes and 611 edges_weight,witvliet_2020_7_ad_chem.csv' with 88 nodes and 859 edges_weight,witvliet_2020_8_ad_chem.csv' with 88 nodes and 838 edges_weight,conserved,average_size
203,AIB,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0
204,AIB,RMF,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,6,4.833333333333333
205,AIB,SAA,6.0,27.0,7.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,10.0,10,7.0
206,AIB,SDQ,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5,5.0
207,AIB,SIA,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5,2.0
208,AIB,SMD,42.0,45.0,18.0,6.0,10.0,10.0,11.0,13.0,17.0,24.0,24.0,11,20.0
209,AIB,AIM,7.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,24.333333333333332
210,AIB,AVA,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,7.0,6,5.166666666666667
211,AIB,AVE,22.0,5.0,9.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,9,5.555555555555555
212,AIB,AVK,3.0,0.0,14.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,8,3.5
213,AIB,SMB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5
214,AIB,AQR,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4,1.25
215,AIB,PVP,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,5,2.2
216,AIB,RIV,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,4.5
217,AIB,RME,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
218,AIB,AIN,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,7,3.142857142857143
219,AIB,PVQ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
220,AIB,URX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
221,AIB,AIB,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,2.0
222,AIB,AIY,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4,2.5
223,AIB,AUA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3,2.3333333333333335
224,AIB,AWB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
225,AIB,HSN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
226,AIB,RIA,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,1.75
227,AIB,RIF,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
228,AIB,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
229,AIB,RMH,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
230,AIB,SIBD,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5
231,AIB,SIBV,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2.75
232,AIB,unk,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.0
233,AIB,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
234,AIB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
235,AIB,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
236,AIB,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
237,AIB,ALN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
238,AIB,AVD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
239,AIB,CEPsh,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
240,AIB,IL1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
241,ASH,AVA,20.0,26.0,0.0,0.0,1.0,4.0,17.0,5.0,12.0,14.0,35.0,9,14.88888888888889
242,ASH,AVB,29.0,20.0,5.0,3.0,2.0,4.0,10.0,13.0,13.0,23.0,22.0,11,13.090909090909092
243,ASH,AVD,17.0,56.0,14.0,2.0,2.0,6.0,8.0,13.0,15.0,22.0,21.0,11,16.0
244,ASH,AVE,5.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,6,3.3333333333333335
245,ASH,AVH,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,11,2.3636363636363638
246,ASH,AVJ,2.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,8,2.25
247,ASH,AWA,1.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,9,2.5555555555555554
248,ASH,AWB,1.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,7,3.0
249,ASH,PVQ,0.0,0.0,10.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,6,3.3333333333333335
250,ASH,RIA,31.0,17.0,7.0,0.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,10,7.8
251,ASH,RIF,14.0,6.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,11,4.363636363636363
252,ASH,RIM,18.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,6,5.5
253,ASH,RMG,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,6,3.5
254,ASH,ASK,9.0,1.0,10.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,8,3.75
255,ASH,AVF,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4,2.75
256,ASH,PVP,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,2.5
257,ASH,SMB,0.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,8,2.25
258,ASH,URX,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5,1.6
259,ASH,PVC,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4,3.0
260,ASH,SIBV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
261,ASH,ASH,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
262,ASH,ASI,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0
263,ASH,AWC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
264,ASH,HSN,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3,12.666666666666666
265,ASH,RIP,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
266,ASH,RIR,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5
267,ASH,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0
268,ASH,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
269,ASH,AVM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
270,ASH,SIBD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
271,ASH,unk,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.0
272,AVA,AVH,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,6,1.5
273,AVA,BAG,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,11.0,6,5.333333333333333
274,AVA,DVA,5.0,9.0,4.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,10,3.2
275,AVA,DVC,50.0,50.0,66.0,5.0,3.0,5.0,2.0,4.0,10.0,16.0,15.0,11,20.545454545454547
276,AVA,FLP,87.0,104.0,88.0,1.0,6.0,9.0,1.0,13.0,16.0,38.0,30.0,11,35.72727272727273
277,AVA,PVC,5.0,9.0,7.0,0.0,1.0,1.0,2.0,9.0,4.0,7.0,8.0,10,5.3
278,AVA,PVP,25.0,14.0,11.0,2.0,3.0,2.0,1.0,5.0,6.0,7.0,7.0,11,7.545454545454546
279,AVA,RIB,10.0,11.0,0.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,6.0,10,4.7
280,AVA,RIC,70.0,61.0,129.0,7.0,11.0,8.0,15.0,20.0,26.0,36.0,32.0,11,37.72727272727273
281,AVA,RIM,3.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,9,3.4444444444444446
282,AVA,SAA,96.0,145.0,130.0,9.0,12.0,10.0,17.0,35.0,29.0,77.0,61.0,11,56.45454545454545
283,AVA,SDQ,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,5,11.8
284,AVA,SMB,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1.0
285,AVA,CEPD,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1.0
286,AVA,RIR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
287,AVA,RIV,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
288,AVA,OLQ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
289,AVA,AVB,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.5
290,AVA,AVD,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0
291,AVA,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0
292,AVA,AWC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
293,AVA,BDU,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
294,AVA,IL2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
295,AVA,RIA,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.5
296,AVA,RMDV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
297,AVA,RMG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.6666666666666667
298,AVA,RMH,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
299,AVA,SIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
300,AVA,SMD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
301,AVA,URX,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.6666666666666667
302,AVA,URY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5
303,AVA,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
304,AVA,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0
305,AVA,RIF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0
306,AVA,PVQ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
307,AVA,RIG,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.5
308,AVA,AVA,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58.0
309,AVA,CEPV,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
310,AVA,SIBD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
311,AVA,unk,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,801.0
312,AVB,AVF,6.0,13.0,56.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,7,13.142857142857142
313,AVB,AVJ,26.0,21.0,5.0,1.0,0.0,2.0,4.0,7.0,6.0,11.0,7.0,10,9.0
314,AVB,AVM,28.0,29.0,26.0,0.0,0.0,0.0,0.0,6.0,10.0,14.0,13.0,7,18.0
315,AVB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0
316,AVB,BDU,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,6,1.3333333333333333
317,AVB,DVA,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6,2.3333333333333335
318,AVB,FLP,63.0,76.0,15.0,0.0,1.0,2.0,4.0,1.0,5.0,11.0,6.0,10,18.4
319,AVB,PVC,67.0,79.0,44.0,3.0,4.0,8.0,7.0,7.0,21.0,34.0,33.0,11,27.90909090909091
320,AVB,PVP,43.0,48.0,18.0,3.0,4.0,2.0,2.0,11.0,15.0,22.0,25.0,11,17.545454545454547
321,AVB,PVR,18.0,0.0,13.0,3.0,3.0,4.0,8.0,13.0,1.0,20.0,19.0,10,10.2
322,AVB,RIF,83.0,71.0,84.0,6.0,10.0,9.0,10.0,18.0,17.0,30.0,31.0,11,33.54545454545455
323,AVB,RIM,65.0,67.0,101.0,4.0,5.0,8.0,7.0,8.0,13.0,12.0,15.0,11,27.727272727272727
324,AVB,RMG,2.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,7,4.285714285714286
325,AVB,SDQ,38.0,55.0,52.0,0.0,0.0,0.0,1.0,2.0,6.0,13.0,11.0,8,22.25
326,AVB,SMB,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4,1.25
327,AVB,URX,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4,3.75
328,AVB,URY,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,5,5.4
329,AVB,AVH,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,5,3.2
330,AVB,SAA,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
331,AVB,RIB,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6666666666666667
332,AVB,AVB,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5
333,AVB,AVD,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.666666666666667
334,AVB,AVK,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.5
335,AVB,AWB,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
336,AVB,DVC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
337,AVB,IL2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
338,AVB,PVQ,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0
339,AVB,RIP,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
340,AVB,URB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3,3.6666666666666665
341,AVB,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
342,AVB,CEPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
343,AVB,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0
344,AVB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
345,AVB,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0
346,AVB,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
347,AVB,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
348,AVB,SIBV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
349,AVB,unk,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,353.0
350,AVD,AVJ,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6,1.5
351,AVD,AVM,8.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,7,2.857142857142857
352,AVD,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3,1.3333333333333333
353,AVD,DVA,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1.6
354,AVD,FLP,55.0,58.0,0.0,1.0,1.0,0.0,4.0,5.0,3.0,6.0,8.0,9,15.666666666666666
355,AVD,PVC,16.0,35.0,13.0,1.0,1.0,2.0,4.0,2.0,13.0,13.0,12.0,11,10.181818181818182
356,AVD,RIB,2.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,9,2.0
357,AVD,RIM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2,1.5
358,AVD,DVC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1.0
359,AVD,RIG,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
360,AVD,PVP,4.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.2
361,AVD,PVR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
362,AVD,AVH,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6666666666666667
363,AVD,OLQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
364,AVD,RMG,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
365,AVD,SDQ,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
366,AVD,SIBV,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
367,AVD,URB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3,1.3333333333333333
368,AVD,URX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
369,AVD,URY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3,3.0
370,AVD,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
371,AVD,CEPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0
372,AVD,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
373,AVD,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0
374,AVD,RIC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
375,AVD,RIF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,1.3333333333333333
376,AVD,AVE,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
377,AVD,AVF,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
378,AVD,RID,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
379,AVD,unk,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81.0
380,AVH,AWB,9.0,6.0,4.0,2.0,4.0,3.0,12.0,13.0,1.0,5.0,9.0,11,6.181818181818182
381,AVH,BDU,0.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,6,2.3333333333333335
382,AVH,DVA,1.0,1.0,8.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,10,2.3
383,AVH,PVP,16.0,16.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,11.0,7.0,11,6.0
384,AVH,RIF,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,7.0,9,2.4444444444444446
385,AVH,RIM,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7,1.0
386,AVH,RIR,10.0,10.0,1.0,0.0,0.0,3.0,1.0,3.0,7.0,9.0,14.0,9,6.444444444444445
387,AVH,SMB,6.0,15.0,15.0,0.0,1.0,0.0,3.0,4.0,2.0,6.0,10.0,9,6.888888888888889
388,AVH,URX,13.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,1.0,7,4.0
389,AVH,AVJ,3.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,4.0,7,3.2857142857142856
390,AVH,AVM,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,2.0
391,AVH,SIA,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,1.75
392,AVH,AVH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0
393,AVH,RIG,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4,1.0
394,AVH,AWA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2.0
395,AVH,OLQ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
396,AVH,PVC,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5,1.6
397,AVH,HSN,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,2.0
398,AVH,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
399,AVH,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0
400,AVH,SMD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3,1.6666666666666667
401,AVH,CEPsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
402,AVH,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
403,AVH,FLP,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
404,AVH,PVQ,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0
405,AVH,PVR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
406,AVH,RIC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
407,AVH,SIBD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
408,AVH,unk,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0
409,AVJ,AVM,7.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,8.0,7,5.857142857142857
410,AVJ,BDU,10.0,9.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,8.0,3.0,10,4.5
411,AVJ,FLP,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4,2.25
412,AVJ,PVC,19.0,24.0,5.0,2.0,1.0,1.0,3.0,4.0,5.0,10.0,9.0,11,7.545454545454546
413,AVJ,PVR,10.0,0.0,0.0,2.0,1.0,3.0,7.0,5.0,2.0,7.0,12.0,9,5.444444444444445
414,AVJ,RIF,27.0,12.0,0.0,3.0,11.0,7.0,7.0,9.0,7.0,5.0,5.0,10,9.3
415,AVJ,RIM,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4,2.75
416,AVJ,RIS,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,6,3.3333333333333335
417,AVJ,RMG,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6,2.1666666666666665
418,AVJ,PVP,9.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5,3.2
419,AVJ,URX,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2.6666666666666665
420,AVJ,AVJ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
421,AVJ,SMB,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1.25
422,AVJ,HSN,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3.5
423,AVJ,PVN,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3,7.333333333333333
424,AVJ,RID,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5
